Arquivo,Pasta,Verdadeiro,Predito,Tipo_Erro,Confiança,Prob_Cancer,Prob_Healthy,Caminho
00334_120_jpg.rf.2a534cdf6e3504c94de7debadb8bd401.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5827,0.4173,0.5827,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00334_120_jpg.rf.2a534cdf6e3504c94de7debadb8bd401.jpg
00097_80_jpg.rf.87300fa8e1fa56d85823a3c22e0442bb.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7375,0.2625,0.7375,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00097_80_jpg.rf.87300fa8e1fa56d85823a3c22e0442bb.jpg
00291_22_jpg.rf.eef79252a4194fda669b41be93beaa2d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9391,0.0609,0.9391,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00291_22_jpg.rf.eef79252a4194fda669b41be93beaa2d.jpg
Not-Caner--113-_jpg.rf.e8bf66b1098381ba56dfc67a88314371.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.6739,0.6739,0.3261,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--113-_jpg.rf.e8bf66b1098381ba56dfc67a88314371.jpg
Not-Caner--1033-_jpg.rf.0ebd6d94eb410f8eacc8e6d5a33c6246.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.6673,0.6673,0.3327,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--1033-_jpg.rf.0ebd6d94eb410f8eacc8e6d5a33c6246.jpg
Not-Caner--127-_jpg.rf.4e1eaebb5645fd955ebf1109525edda0.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.9698,0.9698,0.0302,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--127-_jpg.rf.4e1eaebb5645fd955ebf1109525edda0.jpg
Not-Caner--182-_jpg.rf.7cdb045527fe38597d2d9192b4aa2ecc.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.9885,0.9885,0.0115,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--182-_jpg.rf.7cdb045527fe38597d2d9192b4aa2ecc.jpg
Not-Caner--237-_jpg.rf.3da26099dc569f1676669f1370a40981.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.9326,0.9326,0.0674,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--237-_jpg.rf.3da26099dc569f1676669f1370a40981.jpg
Not-Caner--1533-_jpg.rf.d352ce7af44f92c3408fa5009afe46f1.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.8477,0.8477,0.1523,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--1533-_jpg.rf.d352ce7af44f92c3408fa5009afe46f1.jpg
Not-Caner--385-_jpg.rf.b30a244c4896b7418f312f623f38ad4f.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.8044,0.8044,0.1956,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--385-_jpg.rf.b30a244c4896b7418f312f623f38ad4f.jpg
