Arquivo,Pasta,Verdadeiro,Predito,Tipo_Erro,Confiança,Prob_Cancer,Prob_Healthy,Caminho
00253_79_jpg.rf.b63e16a96a6fe83a712e428a7f4c2a69.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.7278,0.2722,0.7278,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00253_79_jpg.rf.b63e16a96a6fe83a712e428a7f4c2a69.jpg
00165_110_jpg.rf.ffcccf0f0fe5ea6d4d0e3a06a8a34b5f.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5266,0.4734,0.5266,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00165_110_jpg.rf.ffcccf0f0fe5ea6d4d0e3a06a8a34b5f.jpg
00291_23_jpg.rf.4d0f28288ca2eb1c2e774d34a1554b21.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9396,0.0604,0.9396,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00291_23_jpg.rf.4d0f28288ca2eb1c2e774d34a1554b21.jpg
00088_145_jpg.rf.318b8e02c087ffc6413497ff8404a69d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6327,0.3673,0.6327,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00088_145_jpg.rf.318b8e02c087ffc6413497ff8404a69d.jpg
00340_119_jpg.rf.a8e426eca13ce022ed2519572f7557b0.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4737,0.5263,0.4737,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00340_119_jpg.rf.a8e426eca13ce022ed2519572f7557b0.jpg
00123_12_jpg.rf.e973abdb6bf2e36625a6b3f5cfef3ccd.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9714,0.0286,0.9714,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00123_12_jpg.rf.e973abdb6bf2e36625a6b3f5cfef3ccd.jpg
00291_22_jpg.rf.eef79252a4194fda669b41be93beaa2d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9427,0.0573,0.9427,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00291_22_jpg.rf.eef79252a4194fda669b41be93beaa2d.jpg
00123_15_jpg.rf.7852b892e725133bbf4da1a556ded972.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.9327,0.0673,0.9327,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00123_15_jpg.rf.7852b892e725133bbf4da1a556ded972.jpg
00273_109_jpg.rf.ec2916a20c6b6fdc5fd0e27c54f55c7b.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8270,0.1730,0.8270,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00273_109_jpg.rf.ec2916a20c6b6fdc5fd0e27c54f55c7b.jpg
00291_22_jpg.rf.ba5cd94831bef1acefad86d48aef4f3e.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8386,0.1614,0.8386,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00291_22_jpg.rf.ba5cd94831bef1acefad86d48aef4f3e.jpg
00165_118_jpg.rf.50f1b09bd5cc317ef269a9630d90aa60.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6548,0.3452,0.6548,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00165_118_jpg.rf.50f1b09bd5cc317ef269a9630d90aa60.jpg
00112_12_jpg.rf.288c91362e53c3e34b4925d1fbc55171.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6282,0.3718,0.6282,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00112_12_jpg.rf.288c91362e53c3e34b4925d1fbc55171.jpg
00273_109_jpg.rf.464b804772d4562d6285499d94c543ea.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4469,0.5531,0.4469,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00273_109_jpg.rf.464b804772d4562d6285499d94c543ea.jpg
00151_14_jpg.rf.c09602c37ccb84c3a222a6199232e462.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4513,0.5487,0.4513,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00151_14_jpg.rf.c09602c37ccb84c3a222a6199232e462.jpg
00122_11_jpg.rf.6483f4413bbdf931eb4505ab1e483f59.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.4929,0.5071,0.4929,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00122_11_jpg.rf.6483f4413bbdf931eb4505ab1e483f59.jpg
00294_20_jpg.rf.1659c48f906e36a55935228850b8041d.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.5481,0.4519,0.5481,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00294_20_jpg.rf.1659c48f906e36a55935228850b8041d.jpg
00306_102_jpg.rf.6d3ad7a0c3b8c8d3e18f7be856cc958b.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.8570,0.1430,0.8570,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00306_102_jpg.rf.6d3ad7a0c3b8c8d3e18f7be856cc958b.jpg
00273_86_jpg.rf.0c59513dfde15e99692802d17d2bc102.jpg,Cancer,CÂNCER,SAUDÁVEL,FN,0.6195,0.3805,0.6195,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Cancer\00273_86_jpg.rf.0c59513dfde15e99692802d17d2bc102.jpg
Not-Caner--180-_jpg.rf.22d621a1f4f1e00fb3e1ca05506c7774.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.8064,0.8064,0.1936,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--180-_jpg.rf.22d621a1f4f1e00fb3e1ca05506c7774.jpg
Not-Caner--237-_jpg.rf.1a9538df6e4e2697c696110cbf7dd35e.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.9001,0.9001,0.0999,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--237-_jpg.rf.1a9538df6e4e2697c696110cbf7dd35e.jpg
Not-Caner--127-_jpg.rf.4e1eaebb5645fd955ebf1109525edda0.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.8855,0.8855,0.1145,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--127-_jpg.rf.4e1eaebb5645fd955ebf1109525edda0.jpg
Not-Caner--237-_jpg.rf.3da26099dc569f1676669f1370a40981.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.8688,0.8688,0.1312,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--237-_jpg.rf.3da26099dc569f1676669f1370a40981.jpg
Not-Caner--162-_jpg.rf.cc80a8045af2f0f321dc86b94131075b.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.6209,0.6209,0.3791,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--162-_jpg.rf.cc80a8045af2f0f321dc86b94131075b.jpg
Not-Caner--1033-_jpg.rf.0ebd6d94eb410f8eacc8e6d5a33c6246.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.7390,0.7390,0.2610,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--1033-_jpg.rf.0ebd6d94eb410f8eacc8e6d5a33c6246.jpg
Not-Caner--385-_jpg.rf.b30a244c4896b7418f312f623f38ad4f.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.8093,0.8093,0.1907,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--385-_jpg.rf.b30a244c4896b7418f312f623f38ad4f.jpg
Not-Caner--182-_jpg.rf.7cdb045527fe38597d2d9192b4aa2ecc.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.9873,0.9873,0.0127,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--182-_jpg.rf.7cdb045527fe38597d2d9192b4aa2ecc.jpg
Not-Caner--1533-_jpg.rf.d352ce7af44f92c3408fa5009afe46f1.jpg,Healthy,SAUDÁVEL,CÂNCER,FP,0.8601,0.8601,0.1399,C:/Users/GuilhermeBragadoVale/Desktop/Computer_Vision_For_Health/Cerebral_Cancer/Dataset/Test_Images_Total\Healthy\Not-Caner--1533-_jpg.rf.d352ce7af44f92c3408fa5009afe46f1.jpg
